public_services_geometry,public_services_tag,public_services_address,public_services_street,public_services_brand_name,public_services_city
POINT (-6.2453821 53.3047055),pharmacy,Life Pharmacy,Olivemount Terrace,,Dundrum
POINT (-6.2235663 53.3321791),school,Walk n' Talk English,,,
POINT (-6.0613627 53.1438697),bank,AIB,Church Road,AIB,
POINT (-6.0606293 53.1435104),library,Greystones Library,Mill Road,,Greystones
POINT (-6.1826349 53.1926625),post_office,Enniskerry Post Office,Kilgarron Park,An Post,Enniskerry
POINT (-6.184072 53.2509285),clinic,VHI SwiftCare Clinic,Rockfield,,Dundrum
POINT (-6.2017971 53.28831),bank,Stillorgan Credit Union,Kilmacud Road Lower,,
POINT (-6.1360161 53.2460258),veterinary,Cherrywood Veterinary Clinic,Bray Road,,
POINT (-6.20119 53.2924844),pharmacy,Slievemore Pharmacy,Old Dublin Road,,Stillorgan
POINT (-6.1754838 53.2027329),kindergarten,Monastery Montessori Nursery School,Monstery Road,,
POINT (-6.169321 53.1928892),kindergarten,,,,
POINT (-6.229413 53.2645223),library,Carnegie Library,Enniskerry Road,,
POINT (-6.2293997 53.2646834),kindergarten,,,,
POINT (-6.1984975 53.2587081),doctors,Glencairn Medical Centre,,,
POINT (-6.1972712 53.2596905),clinic,HSE Health Centre,Ballyogan Road,,Leopardstown
POINT (-6.1641024 53.2779445),bank,Bank of Ireland,Kill Lane,Bank of Ireland,
POINT (-6.2554247 53.2815394),place_of_worship,Saint Attracta's Oratory,,,
POINT (-6.2487884 53.3230414),pharmacy,Meagher's Pharmacy,Sandford Road,,
POINT (-6.2598338 53.2921282),kindergarten,Bright Horizons,Nutgrove Office Park,,Dublin
POINT (-6.2286666 53.3213688),kindergarten,Panda Play Cafe,Anglesea Road,,
POINT (-6.2520476 53.3453477),kindergarten,Hyde & Seek,,,
POINT (-6.1962654 53.2606933),kindergarten,Bright Horizons,,,
POINT (-6.1966651 53.2794719),doctors,Leopardstown Women's Medical Clinic,,,
POINT (-6.2528908 53.3378839),bank,KBC (Closed),Baggot Street Lower,KBC,Dublin
POINT (-6.2520449 53.3376583),pharmacy,Boots,Baggot Street Lower,Boots,Dublin
POINT (-6.2506303 53.3432637),library,Hamilton Library,,,
POINT (-6.2498789 53.2760132),pharmacy,Ballinteer Pharmacy,Ballinteer Avenue,,Dublin
POINT (-6.253696 53.3250737),doctors,GP Afterhours,Chelmsford Road,,Dublin
POINT (-6.2532614 53.3321083),doctors,Dr. Berniece O'Sullivan,Adelaide Road,,Dublin
POINT (-6.2532028 53.3320996),doctors,Dr. Emer Keeling,Adelaide Road,,Dublin
POINT (-6.2532093 53.3321307),doctors,Professor Aongus J. Curran,Adelaide Road,,Dublin
POINT (-6.1236557 53.2306214),doctors,,,,
POINT (-6.1178993 53.2307254),place_of_worship,Arann Refomed Baptist Church,Quinn's Road,,Shankill
POINT (-6.2577717 53.3420689),doctors,Travel Health Clinic,Dawson Street,,Dublin
POINT (-6.2572906 53.335736),post_office,Earlsfort Terrace Post Office,Earlsfort Terrace,An Post,Dublin
POINT (-6.1112414 53.2041729),doctors,Bray Medical Centre,,,
POINT (-6.1622278 53.2625703),kindergarten,Park Academy Childcare,,,
POINT (-6.2536351 53.3444802),clinic,College Health Centre,Trinity College,,Dublin
POINT (-6.1455625 53.248755),childcare,Park Academy Childcare,,,
POINT (-6.2518805 53.3288241),kindergarten,Leeson Park Creche & Montessori,,,
POINT (-6.2503862 53.3389583),library,Irish Traditional Music Archive,Merrion Square South,,Dublin
POINT (-6.1983207 53.2586003),pharmacy,Farmer's Pharmacy,Ballyogan Road,,
POINT (-6.2315609 53.2779658),doctors,Anna Perenna Clinic,Sandyford Road,,
POINT (-6.2315489 53.2781069),kindergarten,Ballawley Lodge Montessori School,Sandyford Road,,
POINT (-6.24016 53.3427648),pharmacy,Gallery Quay Pharmacy,Pearse Street,,Dublin
POINT (-6.2571665 53.3498349),social_facility,The Salvation Army,Marlborough Place,,Dublin
POINT (-6.1796229 53.2926491),doctors,Carysfort Clinic,Carysfort Avenue,,Blackrock
POINT (-6.1771681 53.3009781),pharmacy,Macken's Pharmacy,Main Street,,Blackrock
POINT (-6.1440295 53.282275),pharmacy,Boots,Glenageary Road Upper,Boots,Dún Laoghaire
POINT (-6.2558845 53.3470004),place_of_worship,Diamond Way Buddhist Centre,Corn Exchange Place,,Dublin
POINT (-6.1634122 53.2782865),post_office,Deansgrange Post Office,Clonkeen Road,An Post,Deansgrange
POINT (-6.1634556 53.2783869),pharmacy,Boots,Clonkeen Road,Boots,Deansgrange
POINT (-6.1632697 53.2785122),doctors,Deansgrange Medical Clinic,Clonkeen Road,,Deansgrange
POINT (-6.1773015 53.3014417),pharmacy,Quigley's Pharmacy,Main Street,,Blackrock
POINT (-6.1773144 53.3008912),bank,Blackrock Credit Union,Carysfort Avenue,,Blackrock
POINT (-6.1815169 53.3006289),pharmacy,Boots,,Boots,
POINT (-6.1798499 53.3017993),post_office,Blackrock Post Office,Rock Hill,An Post,Blackrock
POINT (-6.1776059 53.3013655),clinic,Ultrasound Dimensions,,,
POINT (-6.1787681 53.2974164),school,Elite Fitness and Performance Academy,Brookfield Terrace,,
POINT (-6.1997181 53.2896479),bank,Bank of Ireland,Stillorgan Village Shopping Centre,Bank of Ireland,
POINT (-6.1806965 53.2484287),kindergarten,Once Upon a Time,Carrickmines Manor,,
POINT (-6.184903 53.2467),kindergarten,Copperbeech Montessori,Glenamuck Road South,,
POINT (-6.2572229 53.3408515),doctors,Dr John McCormack,Molesworth Place,,
POINT (-6.2572799 53.3406869),doctors,Honan & Associates,Molesworth Place,,Dublin
POINT (-6.100372 53.2779062),nursing_home,,Coliemore Road,,
POINT (-6.1772533 53.3009167),doctors,Blackrock Family Practice,Main Street,,Blackrock
POINT (-6.2331695 53.310193),social_facility,UCD Canoe Boathouse,,,Belfield
POINT (-6.1382977 53.2443742),childcare,Giraffe Creche,,,
POINT (-6.2499074 53.342814),doctors,Dr. Anver Awod,Westland Row,,Dublin
POINT (-6.2500177 53.3426258),pharmacy,Trinity Pharmacy,Westland Row,,
POINT (-6.2397175 53.3232565),doctors,115 Medical,Mount Eden Road,,
POINT (-6.2405563 53.3245198),pharmacy,Pure Pharmacy,Morehampton Road,,Dublin
POINT (-6.2478075 53.3414226),post_depot,DX Ireland,Fenian Street,,Dublin
POINT (-6.2458849 53.3415353),bank,,Sandwith Street Upper,,Dublin
POINT (-6.2478777 53.3436879),post_depot,DHL,Pearse Street,DHL,Dublin
POINT (-6.1794774 53.3020477),pharmacy,Lloyds Pharmacy,,Lloyds Pharmacy,
POINT (-6.1806871 53.3006151),doctors,Blackrock Medical Centre,Frascati Park,,Blackrock
POINT (-6.1720076 53.2905784),pharmacy,Rockville Pharmacy,Rockville Road,,Blackrock
POINT (-6.2345772 53.331033),bank,Bank of Ireland,Pembroke Road,Bank of Ireland,Dublin
POINT (-6.1713786 53.2911584),doctors,Blackrock Medical Practice,Newtownpark Avenue,,Blackrock
POINT (-6.2448427 53.3022878),post_office,Windy Arbor Post Office,Dundrum Road,An Post,
POINT (-6.242728 53.3490779),bank,EBS,Mayor Street Lower,EBS,Dublin
POINT (-6.2045963 53.2889607),kindergarten,Star Tots Creche,Kilmacud Road Lower,,Stillorgan
POINT (-6.1260921 53.1902421),post_office,Ballywaltrim Post Office,Kilbride Lane,An Post,
POINT (-6.236806 53.2862626),pharmacy,Rockfield Pharmacy,Overend Avenue,,Dundrum
POINT (-6.2362711 53.2860778),clinic,Affidea,Rockfield,,Dundrum
POINT (-6.2551327 53.3170519),place_of_worship,Mageough Chapel,,,
POINT (-6.1242077 53.2308633),pharmacy,Lloyds Pharmacy,,Lloyds Pharmacy,
POINT (-6.1209416 53.2346954),doctors,Shankill Family Practice,Athgoe Drive,,
POINT (-6.2455445 53.2921393),bank,Ulster Bank,Main Street,Ulster Bank,
POINT (-6.2362236 53.2861117),clinic,HSE Balally Primary Care Centre,Rockfield,,Dundrum
POINT (-6.2359614 53.2857794),kindergarten,Narnia Nursery School & Aslan's Afterschool,Rockfield,,Dundrum
POINT (-6.1228002 53.1893368),doctors,Boghall Medical Centre,Boghall Road,,Bray
POINT (-6.1657655 53.2680275),clinic,The Court Clinic,,,
POINT (-6.2566587 53.3212261),doctors,Ranelagh Surgery,Dunville Avenue,,
POINT (-6.2391893 53.3434225),bank,HSBC,Grand Canal Square,HSBC,Dublin
POINT (-6.2488863 53.3443512),post_office,Mail Boxes Etc.,Lombard Street East,Mail Boxes Etc.,Dublin
POINT (-6.2143825 53.273278),post_depot,DPD,Heather Road,DPD,Sandyford Industrial Estate
POINT (-6.1997361 53.2883881),bank,Permanent TSB,Kilmacud Road Lower,Permanent TSB,
POINT (-6.1991795 53.2884851),bank,Ulster Bank,Kilmacud Road Lower,Ulster Bank,
POINT (-6.2097327 53.3173264),doctors,East Doc,,,
POINT (-6.2322198 53.3325896),post_depot,Ballsbridge Delivery Office,Shelbourne Road,,
POINT (-6.1354794 53.2919267),bank,Permanent TSB,George's Street Upper,Permanent TSB,Dún Laoghaire
POINT (-6.2445661 53.3338882),pharmacy,Meaghers Pharmacy,Baggot Street Upper,,
POINT (-6.127933 53.285866),childcare,The Magic Roundabout,Eden Road Upper,,
POINT (-6.2245851 53.2699901),pharmacy,Mulvey's Pharmacy,,,
POINT (-6.247841 53.3363093),bank,Bank of Ireland,Baggot Street Lower,Bank of Ireland,Dublin
POINT (-6.1787566 53.2969492),school,Dublin Cookery School,Brookfield Terrace,,
POINT (-6.2077451 53.3173834),doctors,Merrion Gate Medical Centre,Merrion Road,,
POINT (-6.0650437 53.1360374),kindergarten,Orahova Montessori,,,
POINT (-6.0638106 53.1267165),pharmacy,Lloyds Pharmacy,Charlesland Shopping Centre,Lloyds Pharmacy,Greystones
POINT (-6.2122554 53.2961406),doctors,Mount Merrion Medical Clinic,,,
POINT (-6.1396514 53.2880148),nursing_home,Coiscéim,,,
POINT (-6.1349041 53.2794904),post_office,Sallynoggin Post Office,,An Post,
POINT (-6.1763409 53.3010477),doctors,Dr. Mary Short,Main Street,,Blackrock
POINT (-6.1767144 53.3011122),doctors,Blackrock Medical Clinic,Main Street,,Blackrock
POINT (-6.1346964 53.2795128),pharmacy,Brennans Pharmacy,Glenageary Road Upper,,
POINT (-6.1410473 53.2776818),pharmacy,Finnegan's Pharmacy,Sallynoggin Road,,
POINT (-6.1409903 53.2777011),doctors,Dr. Padraic Doherty GP,Sallynoggin Road,,
POINT (-6.2017407 53.2942378),clinic,The Priory Clinic,,,
POINT (-6.1346208 53.2793105),clinic,The Clinic.ie,,,
POINT (-6.13531 53.2920557),pharmacy,Lloyds Pharmacy,Georges Street Upper,Lloyds Pharmacy,
POINT (-6.063155 53.1447507),bank,EBS,Church Road,EBS,
POINT (-6.2553497 53.3253914),post_office,Ranelagh Post Office,Fields Terrace,An Post,Dublin
POINT (-6.1962808 53.2845101),clinic,Andrew's Doody Chiro Clinic,,,
POINT (-6.1609494 53.2668011),pharmacy,Haven Pharmacy,,,
POINT (-6.2598967 53.3236969),doctors,Belgrave Clinic,Charleston Road,,
POINT (-6.2582045 53.3421187),bank,E-Services & Communications Credit Union Limited,Dawson Street,,Dublin
POINT (-6.0638676 53.145319),pharmacy,Boots,Church Road,Boots,
POINT (-6.0640061 53.1271377),doctors,Charlesland Medical Centre,Charlesland Shopping Centre,,Greystones
POINT (-6.063985 53.1269937),veterinary,Petcare Vets,Charlesland Shopping Centre,,Greystones
POINT (-6.0637544 53.1258642),kindergarten,Little Explorers,,,
POINT (-6.2584158 53.3298826),kindergarten,Ladybug Creche & Montessori,Dartmouth Place,,
POINT (-6.0615965 53.1441956),bank,Permanent TSB,Church Road,Permanent TSB,
POINT (-6.0621062 53.1442526),pharmacy,McGleenhan's Pharmacy,Church Road,,
POINT (-6.0623587 53.1443672),bank,Greystones and District Credit Union,,,
POINT (-6.0651532 53.1491198),doctors,Greystones Harbour Family Practice,Trafalgar Road,,
POINT (-6.0697871 53.1256879),kindergarten,Charlesland Montessori,,,
POINT (-6.2363228 53.3222388),doctors,Donnybrook Foot Mechanics,Donnybrook Road,,
POINT (-6.2369468 53.3223782),doctors,Mind and Body Works,Donnybrook Road,,Dublin
POINT (-6.2375737 53.3227571),doctors,Morehampton Clinic,Morehampton Road,,
POINT (-6.2375348 53.3227747),doctors,Morehampton Podiatry Clinic,Morehampton Road,,
POINT (-6.2400916 53.3241811),doctors,D4 Medical Centre,Morehampton Road,,Dublin
POINT (-6.2433184 53.3274101),doctors,Dermcare Laser & Skin Clinic,Morehampton Road,,
POINT (-6.2432621 53.3274341),doctors,Dr. Wendy Lynch,Morehampton Road,,
POINT (-6.2460096 53.2908984),post_office,Dundrum Post Office,Main Street,An Post,Dundrum
POINT (-6.2486966 53.3229984),doctors,Ranelagh Clinic,Sandford Road,,
POINT (-6.248192 53.3115082),pharmacy,Phelan's Pharmacy,Milltown Road,,
POINT (-6.2465463 53.3135674),kindergarten,Daisychain Montessori and Childcare,Milltown Road,,
POINT (-6.1260698 53.2266172),childcare,Discoveries,,,
POINT (-6.1108256 53.2062991),post_office,Little Bray Post Office,Castle Street,An Post,
POINT (-6.1761401 53.279207),school,Lycée Français d'Irlande,,,
POINT (-6.2263377 53.308266),doctors,Student Health Service,,,
POINT (-6.2139487 53.2526598),doctors,Stepaside Medical,The Village,,
POINT (-6.2140279 53.252661),pharmacy,Mulveys,The Village,,
POINT (-6.158495 53.2758339),pharmacy,Cara Pharmacy,Pottery Road,,Dún Laoghaire
POINT (-6.1330699 53.2912166),doctors,Tropical Medical Bureau,Georges Street Upper,,
POINT (-6.1315298 53.2905082),doctors,Womens Health Clinic,Georges Street Upper,,Dún Laoghaire
POINT (-6.1301516 53.2898329),pharmacy,McCaffrey's Pharmacy,Georges Street Upper,,Dún Laoghaire
POINT (-6.2464928 53.3137039),pharmacy,Milltown Pharmacy,,,
POINT (-6.1472067 53.2835274),post_office,Oliver Plunkett Road Post Office,Oliver Plunkett Road,An Post,Dún Laoghaire
POINT (-6.1534676 53.2854379),doctors,Monkstown Surgery,Oliver Plunkett Road,,Dún Laoghaire
POINT (-6.1533389 53.2853914),pharmacy,Hickey's Pharmacy,Oliver Plunkett Road,,Dún Laoghaire
POINT (-6.1459051 53.2861426),pharmacy,Allcare Pharmacy,Mounttown Road Lower,,Dún Laoghaire
POINT (-6.1629921 53.2888885),kindergarten,Links Creche and Childcare,Stradbrook Road,,Blackrock
POINT (-6.2575547 53.3413715),bank,Barclays,Molesworth Street,Barclays,
POINT (-6.1096493 53.2024675),doctors,Carlton Clinic,,,
POINT (-6.2351849 53.3154289),doctors,Ailesbury Clinic,Beech Hill Road,,
POINT (-6.0638525 53.1440952),post_office,Greystones Post Office,,An Post,
POINT (-6.1386082 53.2932847),pharmacy,Burnett,Georges Street Lower,,Dún Laoghaire
POINT (-6.1360654 53.2921488),pharmacy,O'Mahony & Ennis Pharmacy,George's Street Upper,,Dún Laoghaire
POINT (-6.1529635 53.2852417),bank,Core Credit Union Monkstown Village,Oliver Plunkett Road,,
POINT (-6.2584463 53.3464031),bank,LuLu Money,D'Olier Street,,
POINT (-6.1402031 53.2438535),clinic,Laya Health and Wellbeing Clinic,,,
POINT (-6.1387425 53.2939123),doctors,E Doc,,,
POINT (-6.2211323 53.2609),pharmacy,Belarmine Pharmacy,Belarmine Plaza,,
POINT (-6.2425159 53.2688351),doctors,Blackglen Medical Centre,Blackglen Village Centre,,
POINT (-6.2368731 53.3051513),doctors,,Gledswood Drive,,
POINT (-6.2462656 53.291486),veterinary,Dundrum Veterinary Clinic,,,
POINT (-6.2443783 53.2905483),doctors,General Medical Practicioner Dr Stephen Mulvey,,,
POINT (-6.1299597 53.289295),clinic,Dun Laoghaire Surgery,Glenageary Road Lower,,Dún Laoghaire
POINT (-6.1366135 53.2932236),bank,Glasthule/Dun Laoghaire Credit Union,Sussex Street,,
POINT (-6.1989734 53.2885347),pharmacy,Pure Pharmacy,Kilmacud Road Lower,,
POINT (-6.1378046 53.2746403),veterinary,Primrose Hill Veterinary Hospital,Church Place,,Sallynoggin
POINT (-6.2364374 53.3392077),doctors,Centric Health,Barrow Street,,
POINT (-6.2453009 53.2791857),clinic,Wellworth clinic,,,
POINT (-6.23945 53.2867175),school,Ashfield College,,,
POINT (-6.2294801 53.2649322),veterinary,Sandyford Veterinary Hospital,,,
POINT (-6.2179694 53.2777484),clinic,Beacon Renal,Blackthorn Drive,,
POINT (-6.127171 53.1807293),kindergarten,Park Academy,Southern Cross Road,,
POINT (-6.1064951 53.2036543),doctors,Dargle Clinic,,,
POINT (-6.22203 53.3055),library,National Folklore Collection,,,
POINT (-6.1513044 53.293857),clinic,Generation Health,Monkstown Crescent,,Monkstown
POINT (-6.2383931 53.3451341),pharmacy,Life Pharmacy Hanover Quay,Forbes Street,,Dublin
POINT (-6.2385996 53.3451901),doctors,Hanover Medical Centre,Lazer Lane,,Dublin
POINT (-6.1112552 53.2003256),doctors,Town Hall Clinic,,,
POINT (-6.2447702 53.2904574),clinic,TMB Travel Health Clinic,,,
POINT (-6.1342554 53.2562854),pharmacy,Doran's Pharmacy,Churchview Road,,
POINT (-6.1358455 53.267345),pharmacy,Haven Pharmacy,Rochestown Avenue,,
POINT (-6.1584337 53.2757837),doctors,Sheehan Medical Practice,,,
POINT (-6.2229952 53.2888631),post_office,Drummartin Post Office,,An Post,
POINT (-6.0675198 53.1337755),school,Greystones Community College,Mill Road,,
POINT (-6.1084978 53.2015767),courthouse,Bray Courthouse,,,
POINT (-6.2087946 53.3102335),doctors,Woodbine Medical Centre,Woodbine Park,,Dublin
POINT (-6.1391821 53.244078),bank,Bank of Ireland,,Bank of Ireland,
POINT (-6.2364606 53.3298288),kindergarten,Cedar Park Montessori School,Clyde Road,,Dublin
POINT (-6.2006622 53.2513455),place_of_worship,Saint James' Well,,,
POINT (-6.1987178 53.3042682),doctors,Dr. Patrick Coughlan,,,Booterstown
POINT (-6.1460406 53.2684871),pharmacy,Total Health: Johnstown Pharmacy,Johnstown Road,,Dún Laoghaire
POINT (-6.1378826 53.275151),bank,Core Credit Union,Church Place,,Sallynoggin
POINT (-6.2144041 53.3320198),doctors,The Clinic Sandymount Green,Sandymount Green,,Dublin
POINT (-6.135164 53.2872779),veterinary,Park Lane Vets,Corrig Road,,Dún Laoghaire
POINT (-6.2171109 53.2745299),social_facility,Live in Care,Bracken Road,,Dublin
POINT (-6.2070608 53.3185312),kindergarten,Strand Montessori,,,
POINT (-6.1347437 53.2926544),pharmacy,Chemist Warehouse,,Chemist Warehouse,Dún Laoghaire
POINT (-6.1643956 53.2799379),pharmacy,Pure Pharmacy,Deansgrange Road,,
POINT (-6.2011925 53.2897105),library,Stillorgan Library,Old Dublin Road,,Stillorgan
POINT (-6.1046518 53.2774758),bank,EBS Dalkey,Castle Street,,Dalkey
POINT (-6.1358294 53.2675479),post_office,An Post Rochestown Avenue,,,
POINT (-6.1356966 53.2676481),bank,EBS Killiney,,,
POINT (-6.1357985 53.26758),doctors,Bayview Medical,,,
POINT (-6.1133029 53.2752416),kindergarten,Bayview Montessori School,Dalkey Park,,Dalkey
POINT (-6.1359852 53.2921241),bank,Core Credit Union Dún Laoghaire,George's Street Upper,,Dún Laoghaire
POINT (-6.0632287 53.1270337),childcare,Little Explorers,Charlesland Shopping Centre,,Greystones
POINT (-6.1279585 53.277125),doctors,Dr Richard Fitzpatrick,Glenageary Road Upper,,
POINT (-6.228236 53.3272636),clinic,Royal Dublin Society (RDS),Anglesea Road,,Dublin
POINT (-6.1457992 53.2866517),doctors,Decompression Ireland,Mounttown Road Lower,,Dún Laoghaire
POINT (-6.2244432 53.3402974),bank,Savvi,,,
POINT (-6.2249767 53.3305825),pharmacy,Murray's Pharmacy,Serpentine Avenue,,
POINT (-6.1151145 53.1844978),pharmacy,Grants,Southern Cross Road,,
POINT (-6.1156174 53.1845155),veterinary,Village Vets,Southern Cross Road,,
POINT (-6.145016 53.2758607),childcare,Jellystone Park,O'Rourke Park,,Sallynoggin
POINT (-6.1079987 53.2036057),place_of_worship,Mosque of Bray,Florence Road,,Bray
POINT (-6.2566963 53.3439588),library,Trinity College Old Library,,,
POINT (-6.131885 53.2926578),library,Book Return,,,
POINT (-6.2530496 53.3450056),clinic,National Drug Teatment Centre,Pearse Street,,Dublin
POINT (-6.227441 53.3419966),pharmacy,Allcare Pharmacy Ringsend,,,
POINT (-6.0824387 53.1522187),pharmacy,Allcare Pharmacy,,,
POINT (-6.0817319 53.1521559),doctors,Greystones Family Doctors,,,
POINT (-6.2237707 53.3342433),social_facility,Your Home From Home,,,
POINT (-6.2370588 53.3224224),veterinary,Donnybrook Vets,Donnybrook Road,,Dublin
POINT (-6.1069401 53.2782185),pharmacy,Castle Pharmacy,,,
POINT (-6.1123162 53.1999622),pharmacy,Lloyds Pharmacy,Killarney Road,Lloyds Pharmacy,Bray
POINT (-6.1087117 53.2012228),clinic,Integrated Care Unit,,,Bray
POINT (-6.1664296 53.2773174),veterinary,Ark Vetcare,,,
POINT (-6.1623188 53.2742162),doctors,Deansgrange Medical Practice,Clonkeen Road,,
POINT (-6.1544158 53.2872434),school,Dún Laoghaire Educate Together,,,
POINT (-6.1662834 53.2610537),childcare,Tiny Tots Montessori and Sycamore Afterschool,Sycamore Grove,,
POINT (-6.1715233 53.2709082),social_facility,Foxrock Nursing Home,,,
POINT (-6.1836777 53.2666023),doctors,Foxrock Medical Centre,,,
POINT (-6.1849989 53.279519),place_of_worship,Disciples of the Divine Master Liturgical Centre,,,
"POLYGON ((-6.2387229 53.2832352, -6.2382345 53.2828798, -6.2377791 53.2822202, -6.2373046 53.281533, -6.2371567 53.2813188, -6.2370767 53.2813204, -6.2370822 53.2812528, -6.2370957 53.2810196, -6.2371655 53.2808729, -6.2397845 53.2811201, -6.2399131 53.2819618, -6.2416024 53.2819033, -6.2419704 53.281997, -6.2423595 53.2830997, -6.2419872 53.2833479, -6.2412485 53.2829682, -6.2405061 53.2828631, -6.239865 53.2828774, -6.2395332 53.2829209, -6.2391567 53.2830695, -6.2387229 53.2832352))",school,St Tiernans Community School,Parkvale,,
"POLYGON ((-6.2248464 53.276079, -6.2265159 53.2759212, -6.2265516 53.2761333, -6.226624 53.2765593, -6.2268659 53.2770792, -6.2255697 53.2772886, -6.2251292 53.2768915, -6.2248464 53.276079))",school,Queen of Angels Primary School,Blackthorn Drive,,
"POLYGON ((-6.2264225 53.2830357, -6.225782 53.2829652, -6.2257954 53.2822286, -6.2257971 53.2821324, -6.2257992 53.2820182, -6.2257992 53.2818358, -6.2258354 53.2818361, -6.2260004 53.2818357, -6.2261422 53.2819088, -6.2262758 53.2820395, -6.2263097 53.2821067, -6.2267689 53.2820251, -6.2268153 53.2820975, -6.2268066 53.2821204, -6.2269044 53.2822607, -6.227067 53.2823907, -6.2273094 53.282499, -6.2274146 53.2825112, -6.227557 53.2825523, -6.2275837 53.2825986, -6.2274322 53.2828205, -6.2272336 53.2830804, -6.2271773 53.2831078, -6.2271051 53.2831168, -6.2270568 53.2831111, -6.2264225 53.2830357))",school,St Olaf's National School,,,
